1,1359.02017212
1,3965.1321106
1,795.553009033
1,801.657745361
1,3403.4200592
1,1570.32035828
1,5049.02804565
1,965.340988159
1,779.528076172
1,2563.94250488
1,3130.30941772
1,4508.4536438
1,4246.94200134
1,2229.3266449
1,4672.89997864
1,461.471313477
1,5366.55064392
1,890.405349731
1,4193.9834137
1,4925.63606262
1,3984.05679321
1,2073.19801331
1,1320.63664246
1,1477.29943848
1,2581.79885864
1,2115.09176636
1,1507.82312012
1,585.244842529
1,5208.13273621
1,4702.58425903
1,3120.16029358
1,2623.8452301
1,3175.02661133
1,2606.59934998
1,1213.5748291
1,3583.20454407
1,1217.54290771
1,3962.61390686
1,2156.14611816
1,5027.81408691
1,3799.6937561
1,2206.66281128
1,486.729660034
1,636.98248291
1,2706.25917053
1,1805.35270691
1,4405.89407349
1,3977.64682007
1,528.776031494
1,2583.55397034



































































































1,345.485641479,2,387,3,211.349029541
1,332.910110474,2,1197,3,158.11706543
1,461.403564453,2,910,3,236.003585815
1,422.058761597,2,548,3,365.636856079
1,366.64100647,2,1180,3,144.123046875
1,446.678329468,2,1010,3,338.327774048
1,475.692214966,2,736,3,201.60319519
1,433.841796875,2,511,3,155.665283203
1,505.807052612,2,851,3,405.888519287
